Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,mpaa_rating,added_to_netflix,flixable_url,totalSeasons
Portlandia,2018,,,,,,,,,,,,,,,,,,,,,,,,TV-14,"September 25, 2019",http://www.flixable.com/title/70185015/,
USS Indianapolis: Men of Courage,2016,R,14 Oct 2016,128 min,"Action, Drama, History, Thriller, War",Mario Van Peebles,"Cam Cannon, Richard Rionda Del Castro","Nicolas Cage, Tom Sizemore, Thomas Jane, Matt Lanter","During World War II, an American navy ship is sunk by a Japanese submarine leaving 890 crewmen stranded in shark infested waters.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BYmYxYjAxNDItZWY2NC00MTE1LWIxNGMtZjkzOTM3MzIwM2RjXkEyXkFqcGdeQXVyNDI0MTYyNzU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",30,5.2,"10,225",tt2032572,movie,24 Jan 2017,N/A,Saban Films,N/A,True,R,"September 25, 2019",http://www.flixable.com/title/80108976/,
American Horror Story,2018,N/A,19 Sep 2018,N/A,Horror,N/A,N/A,Alana Jordan,N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNzIyYjg4YWMtZjEyZi00MGQ1LTkxMjctNTE2MWU5MmJkZDhkXkEyXkFqcGdeQXVyMzM3MTI0Mzc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",N/A,7.5,99,tt9035222,series,,,,,True,TV-MA,"September 24, 2019",http://www.flixable.com/title/70210884/,N/A
Inside Man: Most Wanted,2019,R,24 Sep 2019,105 min,Action,M.J. Bassett,Brian Brightly,"Aml Ameen, Rhea Seehorn, Roxanne McKee, Urs Rechn",An NYPD hostage negotiator teams up with a federal agent to rescue dozens of tourists held hostage during a 10-hour siege at the U.S. Federal Reserve.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZTJhMzk5NTUtMWVlYi00MWFhLTg2MTMtZDZmODI2NjUzN2VmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",N/A,5.5,"1,478",tt7832848,movie,24 Sep 2019,N/A,N/A,N/A,True,R,"September 24, 2019",http://www.flixable.com/title/81053953/,
Jeff Dunham: Beside Himself,2019,TV-MA,24 Sep 2019,58 min,Comedy,Troy Miller,Jeff Dunham,Jeff Dunham,"The ventriloquist, Jeff Dunham, taped his second Netflix special in his hometown of Dallas, TX in the American Airlines Center. He returns with his normal cast of characters including ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYzAwYjFmYjYtYWUwNC00YzRiLWE0ODItYWViM2I1ZGY2MGM2XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,630,tt10847194,movie,24 Sep 2019,N/A,Netflix,N/A,True,TV-MA,"September 24, 2019",http://www.flixable.com/title/81074113/,
Resurrection: Ertugrul,2018,,,,,,,,,,,,,,,,,,,,,,,,TV-14,"September 24, 2019",http://www.flixable.com/title/80127001/,
Manmadhudu 2,2019,N/A,08 Aug 2019,155 min,"Comedy, Drama, Romance",Rahul Ravindran,"Rahul Ravindran (dialogue), Rahul Ravindran (screenplay), Satyanand (screenplay), Kittu Vissapragada (dialogue)","Nagarjuna Akkineni, Rakul Preet Singh, Vennela Kishore, Rao Ramesh","Under pressure to marry, a perennial bachelor hires a much younger woman to act as his fiancée, but her bond with his family throws his plan for a loop.",Telugu,India,N/A,https://m.media-amazon.com/images/M/MV5BMTYzMDM3ZDctNTZkMS00YWY4LTgwMDYtYTMxYTFhNTI5ZDMyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}]",N/A,4.7,328,tt10076106,movie,N/A,N/A,N/A,N/A,True,TV-MA,"September 23, 2019",http://www.flixable.com/title/81176200/,
Under the Eiffel Tower,2018,Not Rated,08 Feb 2019,87 min,Romance,Archie Borders,"Archie Borders, David Henry, Judith Godrèche","Matt Walsh, Judith Godrèche, Reid Scott, Michaela Watkins","Stuart is a having a mid-life crisis. Desperate for something more in life, he tags along on his best friend's family vacation to Paris - then proposes to his friend's 26-year-old daughter, Rosalind, while standing under the Eiffel Tower.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTgxNDYwNjU2N15BMl5BanBnXkFtZTgwMzk3NzI5NjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}, {'Source': 'Metacritic', 'Value': '41/100'}]",41,4.9,461,tt6251390,movie,N/A,N/A,N/A,N/A,True,TV-MA,"September 23, 2019",http://www.flixable.com/title/80208906/,
BONDING,2019,TV-MA,24 Apr 2019,107 min,"Comedy, Drama",N/A,N/A,"Zoe Levin, Brendan Scannell, Micah Stock, Theo Stockman",A New York City grad student moonlighting as a dominatrix enlists her gay BFF from high school to be her assistant.,English,USA,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMzhlYzc4NWUtYjIzMS00NWFlLTgzOTEtMGE1OTRkMDY5Y2MxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,"8,893",tt7718088,series,,,,,True,TV-MA,"September 22, 2019",http://www.flixable.com/title/81004814/,1
Do Paise Ki Dhoop Chaar Aane Ki Baarish,2009,N/A,12 Dec 2016,N/A,Drama,Deepti Naval,Deepti Naval,"Rajit Kapoor, Manisha Koirala, Sanaj Naval, Rajiv Kachroo","Debu, a struggling songwriter, has been dumped by his lover and left out on the streets. Juhi, an aging streetwalker, finds it difficult to pick up customers. Kaku, her twelve years old son...",Hindi,India,N/A,https://m.media-amazon.com/images/M/MV5BOGM1YmI4NTUtYWYyOS00N2M2LWFmY2UtOWIyZDk4OWQ5M2Y2XkEyXkFqcGdeQXVyMjY3MzE0OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,15,tt1935782,movie,N/A,N/A,N/A,N/A,True,TV-14,"September 22, 2019",http://www.flixable.com/title/81080769/,
King of Boys,2018,N/A,26 Oct 2018,169 min,Drama,Kemi Adetiba,Kemi Adetiba,"Sola Sobowale, Remilekun Reminisce Safaru, Adesua Etomi-Wellington, Paul Sambo","King of Boys follows the story of Alhaja Eniola Salami, a businesswoman and philanthropist with a checkered past and a promising political future. She is a pillar of society -- loved by ...","Yoruba, English, Ibo, Hausa",Nigeria,N/A,https://m.media-amazon.com/images/M/MV5BOWZmYWExODQtZGQ0Mi00YTcxLTgzMWUtNDc3OGVlNWIzNTI0XkEyXkFqcGdeQXVyODcyNTA3NTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",N/A,5.5,209,tt8329618,movie,N/A,N/A,N/A,N/A,True,TV-MA,"September 21, 2019",http://www.flixable.com/title/81172721/,
Merry Men: The Real Yoruba Demons,2018,N/A,28 Sep 2018,106 min,Comedy,Toka McBaror,Ayo Makun,"Damilola Adegbite, Osas Ighodaro Ajibade, Fathia Balogun, Iretiola Doyle","Four rich men (the Merry Men) seduce powerful women, get contracts from the political elite, steal from the rich, give to the poor and have sex with the hottest women in town. They face ...","English, Yoruba",Nigeria,N/A,https://m.media-amazon.com/images/M/MV5BMDljNjk3MWYtYjA4Zi00MDUyLWI2ZmUtOTQ3ZTI4YWUxYTI5XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]",N/A,5.4,62,tt9837502,movie,N/A,N/A,N/A,N/A,True,TV-MA,"September 21, 2019",http://www.flixable.com/title/81172727/,
Sarah's Key,2010,PG-13,22 Jul 2011,111 min,"Drama, War",Gilles Paquet-Brenner,"Tatiana De Rosnay (novel), Serge Joncour (screenplay), Gilles Paquet-Brenner (screenplay)","Kristin Scott Thomas, Mélusine Mayance, Niels Arestrup, Frédéric Pierrot","In modern-day Paris, a journalist finds her life becoming entwined with a young girl whose family was torn apart during the notorious Vel' d'Hiv Roundup in 1942.","French, English, Italian, German, Yiddish",France,5 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMTYyMzEyNzMxM15BMl5BanBnXkFtZTcwNzA5ODI1NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59,7.5,"15,339",tt1668200,movie,22 Nov 2011,"$7,691,700",The Weinstein Company,N/A,True,PG-13,"September 21, 2019",http://www.flixable.com/title/70153543/,
The Wedding Party 2: Destination Dubai,2017,N/A,26 Dec 2017,98 min,Comedy,Niyi Akinmolayan,Chinaza Onuzo (Writer),"Enyinna Nwigwe, Daniella Down, Banky W., Majed AlZubaidi","Nonso continues his romance with Deirdre, the bridesmaid from London. While on a dinner date, Nonso proposes to Deirdre by accident and sets off a chain of events too powerful to stop. ...",English,Nigeria,N/A,https://m.media-amazon.com/images/M/MV5BNGFkMDJlZjItZDFjMi00ZTdjLWIxYTktZDNlYTJlZTExMDQ3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}]",N/A,4.5,129,tt7827944,movie,N/A,N/A,N/A,N/A,True,TV-14,"September 21, 2019",http://www.flixable.com/title/81172728/,
Vagabond,2019,N/A,20 Sep 2019,60 min,"Action, Romance, Thriller",N/A,N/A,"Seung-gi Lee, Suzy Bae, Seong-rok Sin, Min-jong Kim",An ordinary man who comes across surprising circumstances that place him in the center of a huge corruption scandal.,Korean,South Korea,N/A,https://m.media-amazon.com/images/M/MV5BNDYwNjViZWUtMDU0NC00OTNmLTlmNWItNjFkODM1ZjgwZTZhXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}]",N/A,8.4,"1,056",tt8523042,series,,,,,True,TV-MA,"September 21, 2019",http://www.flixable.com/title/81095101/,1
Between Two Ferns: The Movie,2019,TV-MA,20 Sep 2019,82 min,Comedy,Scott Aukerman,"Scott Aukerman (screenplay by), Zach Galifianakis (story by), Scott Aukerman (story by)","Zach Galifianakis, Matthew McConaughey, Rekha Shankar, Olivia Mekdara",Zach Galifianakis and his oddball crew take a road trip to complete a series of high-profile celebrity interviews.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYzgyNzUyZjAtNDRiZS00MjQwLTgzMzQtZThhY2Y3YjFmYTc1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59,6.1,"19,830",tt9398640,movie,20 Sep 2019,N/A,Netflix,N/A,True,TV-MA,"September 20, 2019",http://www.flixable.com/title/80243600/,
Criminal: France,2019,N/A,20 Sep 2019,39 min,"Crime, Drama",N/A,"George Kay, Jim Field Smith","Margot Bancilhon, Laurent Lucas, Stéphane Jobert, Anne Azoulay","Secrets emerge and entire cases unravel inside a police interview room in Paris, where suspects and investigators face off in an intricate dance.",N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMzBiOWM2MDQtZmRiMC00YjFiLTk5OWUtNjQ3Mzg1NzMzOGZjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,"1,285",tt10986052,series,,,,,True,TV-MA,"September 20, 2019",http://www.flixable.com/title/81020513/,N/A
Criminal: Germany,2019,N/A,20 Sep 2019,59 min,"Crime, Drama",N/A,"Jim Field Smith, George Kay","Eva Meckbach, Sylvester Groth, Florence Kasumba, Christian Kuchenbuch","In the interview room, detectives go head-to-head with suspects and try to get to the truth - even if it means breaking the rules and risking it all.",German,Germany,N/A,https://m.media-amazon.com/images/M/MV5BNDkyZTcwMWItYjFmNS00NDA2LWIwYWUtMzcwYzBlYzI2ODEwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",N/A,7.7,"2,405",tt10986056,series,,,,,True,TV-MA,"September 20, 2019",http://www.flixable.com/title/81020518/,N/A
Criminal: Spain,2019,N/A,20 Sep 2019,40 min,"Crime, Drama",N/A,"Jim Field Smith, George Kay","Emma Suárez, Jorge Bosch, Álvaro Cervantes, María Morales","Psychological games abound between detectives and suspects in a tense interrogation room, where the search for answers sometimes comes at a moral cost.",Spanish,Spain,1 nomination.,https://m.media-amazon.com/images/M/MV5BNGNmMjEyODMtMGFlYi00MjJkLWIyYTAtMzBmZmRiZWFmYTY4XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",N/A,6.9,"1,782",tt10986050,series,,,,,True,TV-MA,"September 20, 2019",http://www.flixable.com/title/81020523/,N/A
Criminal: UK,2019,TV-MA,20 Sep 2019,59 min,"Crime, Drama, Mystery",N/A,"Jim Field Smith, George Kay","Katherine Kelly, Lee Ingleby, Mark Stanley, Rochenda Sandall","A cat-and-mouse drama, which focuses on the intense mental conflict between detectives and suspects. Comprising 12 stories set in four different countries, each takes place within the confines of a police interview suite.",English,"UK, France, Germany, Spain",N/A,https://m.media-amazon.com/images/M/MV5BNTU3Y2M3ZGQtNzhlOC00ZDdhLWI3MzYtNzYwZDNkZTA2ODBjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A,7.4,"6,597",tt9348692,series,,,,,True,TV-MA,"September 20, 2019",http://www.flixable.com/title/80216172/,1
Daddy Issues,2019,N/A,17 Mar 2019,N/A,N/A,Ken Ochiai,N/A,N/A,N/A,Japanese,Japan,N/A,N/A,"[{'Source': 'Rotten Tomatoes', 'Value': '89%'}]",N/A,N/A,N/A,tt9838380,movie,N/A,N/A,Gravitas Ventures,N/A,True,TV-MA,"September 20, 2019",http://www.flixable.com/title/81122669/,
Disenchantment,2019,,,,,,,,,,,,,,,,,,,,,,,,TV-14,"September 20, 2019",http://www.flixable.com/title/80095697/,
Fastest Car,2019,,,,,,,,,,,,,,,,,,,,,,,,TV-MA,"September 20, 2019",http://www.flixable.com/title/80190009/,
Inside Bill's Brain: Decoding Bill Gates,2019,TV-14,20 Sep 2019,52 min,Documentary,N/A,N/A,"Alex Bueermann, Davin Orness",A documentary that tells Bill Gates' life story as he pursues solutions to some of the world's most complex problems.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNjI4OWJlOGUtMjhlNy00MTA3LTkzZTgtMTZiZjU5YWJjZWZiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}]",N/A,8.0,"4,097",tt10837476,series,,,,,True,TV-14,"September 20, 2019",http://www.flixable.com/title/80184771/,1
The Hockey Girls,2019,N/A,29 Apr 2019,N/A,Drama,N/A,N/A,"Iria del Río, Nora Navas, Josep Linuesa, Natàlia Barrientos","Seven young roller hockey players and their new coach will fight to save the female section of Club Pati Minerva, while trying to find their place, both inside and outside the team.",Catalan,Spain,N/A,https://m.media-amazon.com/images/M/MV5BN2ZmNDg3NDctNjJkYy00M2QxLTk4NGUtZDUwYTU4NGQ5NjNmXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,19,tt9486226,series,,,,,True,TV-MA,"September 20, 2019",http://www.flixable.com/title/81000389/,N/A
Travel Mates 2,2018,,,,,,,,,,,,,,,,,,,,,,,,TV-14,"September 20, 2019",http://www.flixable.com/title/81132439/,
True: Tricky Treat Day,2019,N/A,20 Sep 2019,23 min,"Short, Family",N/A,N/A,"Michela Luci, Eric Peterson, Jamie Watson",It's up to True and her friends to save the day when a hungry Yeti sneaks a forbidden treat and fills the kingdom with Howling Greenies.,English,Canada,N/A,N/A,[],N/A,N/A,N/A,tt10927572,movie,N/A,N/A,N/A,N/A,True,TV-Y,"September 20, 2019",http://www.flixable.com/title/81035117/,
Two Sentence Horror Stories,2019,,,,,,,,,,,,,,,,,,,,,,,,TV-14,"September 20, 2019",http://www.flixable.com/title/80244627/,
Kabir Singh,2019,N/A,20 Jun 2019,173 min,"Drama, Romance",Sandeep Reddy Vanga,"Siddharth Singh (dialogue), Sandeep Reddy Vanga, Garima Wahal (dialogue)","Shahid Kapoor, Kiara Advani, Nikita Dutta, Soham Majumdar","Kabir Singh is a remake of a Telugu movie Arjun Reddy (2017), where a short-tempered house surgeon gets used to drugs and drinks when his girlfriend is forced to marry another person.",Hindi,India,2 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BOTIyMTNkMWQtZDJlYi00OGJmLTliN2MtOGE0YjY4NzFiYTNmXkEyXkFqcGdeQXVyOTAzMTc2MjA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}]",N/A,7.2,"21,709",tt8983202,movie,N/A,N/A,N/A,N/A,True,TV-MA,"September 19, 2019",http://www.flixable.com/title/81107545/,
Océans,2009,N/A,N/A,54 min,Documentary,Sandrine Feydel,Sandrine Feydel,"Christiana Boerger, Anna Cummins, Melanie Delia, Marcus Eriksen",N/A,French,France,N/A,https://m.media-amazon.com/images/M/MV5BZWFjYzkwMjctMDhhYi00YTlmLWJmOGYtODQ3MDQxNTZiYmNlXkEyXkFqcGdeQXVyNzI4MDMyMTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}]",N/A,8.3,6,tt3228494,movie,N/A,N/A,N/A,N/A,True,G,"September 19, 2019",http://www.flixable.com/title/70118953/,
The Blacklist,2019,,,,,,,,,,,,,,,,,,,,,,,,TV-14,"September 19, 2019",http://www.flixable.com/title/70281312/,
Come and Find Me,2016,R,11 Nov 2016,112 min,"Drama, Thriller",Zack Whedon,Zack Whedon,"Annabelle Wallis, Aaron Paul, Garret Dillahunt, Enver Gjokaj","When his girlfriend goes missing, David must track down her whereabouts after he realizes she's not who she was pretending to be.",English,"Canada, USA, UK",1 nomination.,https://m.media-amazon.com/images/M/MV5BMjIzMTMzMjgzMV5BMl5BanBnXkFtZTgwODg2ODI0MDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46,5.7,"7,386",tt2597768,movie,17 Jan 2017,N/A,Automatik Entertainment,N/A,True,R,"September 18, 2019",http://www.flixable.com/title/80149143/,
When the Camellia Blooms,2019,N/A,18 Sep 2019,30 min,"Comedy, Drama, Romance, Thriller",N/A,N/A,"Carson Allen, Hyo-Jin Kong, Ha-Neul Kang, Ji-seok Kim","""When the Camellia Blooms"" is a romantic thriller-comedy about the realistic, passionate love between three couples. The drama will follow the story of a woman named Dong Baek and show how ...",Korean,South Korea,N/A,https://m.media-amazon.com/images/M/MV5BZjM5ODk0MGItOWFjNS00NjUxLWEwM2EtYzBiYjAwNzE0MmE3XkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",N/A,7.9,288,tt10826064,series,,,,,True,TV-14,"September 18, 2019",http://www.flixable.com/title/81144925/,N/A
A Haunting at Silver Falls: The Return,2019,TV-MA,04 Jun 2019,79 min,Horror,Teo Konuralp,Jesse Reffsin,"Laura Flannery, James Cavlo, Harry Hains, Clemmie Dugdale","Several years after a deadly struggle with her serial killer aunt, Jordan works to escape her troubled history. But when her aunt's revenge-seeking specter surfaces to join forces with a ...",N/A,USA,N/A,https://m.media-amazon.com/images/M/MV5BYThkZThhNTktYTBjZC00ZTI1LTg5OGUtMDJkNzg3MDdlMjU2XkEyXkFqcGdeQXVyMDg2ODAyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.3/10'}]",N/A,3.3,204,tt6170262,movie,N/A,N/A,N/A,N/A,True,TV-14,"September 17, 2019",http://www.flixable.com/title/81147293/,
Ancient Aliens,2010,N/A,01 Dec 2010,N/A,Documentary,N/A,N/A,N/A,N/A,English,USA,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,18,tt3021452,series,,,,,True,TV-PG,"September 17, 2019",http://www.flixable.com/title/70178604/,N/A
Avengement,2019,N/A,24 May 2019,90 min,"Action, Crime, Thriller",Jesse V. Johnson,"Jesse V. Johnson, Stu Small","Scott Adkins, Craig Fairbrass, Thomas Turgoose, Nick Moran","After years of assaults on him in prison, Cain escapes for avengement on those responsible.",English,UK,N/A,https://m.media-amazon.com/images/M/MV5BYmZlN2NiNzMtMjdmOS00OGQ3LTkxMTctOTM3MWQ0ZGEyMjM0XkEyXkFqcGdeQXVyMzQwMTY2Nzk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,6.5,"6,696",tt8836988,movie,24 May 2019,N/A,Samuel Goldwyn Films,N/A,True,TV-MA,"September 17, 2019",http://www.flixable.com/title/80991316/,
Clive Davis: The Soundtrack of Our Lives,2017,Not Rated,17 Sep 2019,123 min,Documentary,Chris Perkel,N/A,"Clive Davis, Simon Cowell, Jimmy Iovine, Sean 'Diddy' Combs","A look at the life and work of music producer, Clive Davis.",English,USA,3 wins.,https://m.media-amazon.com/images/M/MV5BMTY1MzczMDk2Nl5BMl5BanBnXkFtZTgwMzI0Njg2MzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,7.4,330,tt6494358,movie,N/A,N/A,Abramorama,N/A,True,TV-14,"September 17, 2019",http://www.flixable.com/title/80190588/,
Five Elements Ninjas,1982,R,21 Apr 1982,107 min,"Action, Drama",Cheh Chang,"Cheh Chang (screenplay), Kuang Ni (screenplay)","Tien-Chi Cheng, Tien Hsiang Lung, Meng Lo, Michael Wai-Man Chan","When five ninjas whose fighting styles are based on natural elements unleash their fury on a rival school, a lone survivor vows deadly revenge.",Mandarin,Hong Kong,N/A,https://m.media-amazon.com/images/M/MV5BODc5NzdkMzktZWM5OS00MzJiLTk2NTAtNzdiMmM1ODFlOTY5XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A,7.4,"1,953",tt0084921,movie,14 Nov 2000,N/A,N/A,N/A,True,R,"September 17, 2019",http://www.flixable.com/title/70124316/,
Sebastian Maniscalco: What's Wrong with People?,2012,TV-14,05 Jan 2012,75 min,Comedy,Manny Rodriguez,Sebastian Maniscalco,Sebastian Maniscalco,"""What's Wrong with People?"" asks Sebastian Maniscalco, as he hilariously tries to bridge the Italian-American Old World he grew up in with the contemporary frenetic world we all live in today.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMzQ5MDE4MjYwNF5BMl5BanBnXkFtZTgwMzcyNTAxMzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",N/A,8.1,730,tt2215489,movie,26 Mar 2012,N/A,eOne Entertainment Distribution,N/A,True,TV-14,"September 17, 2019",http://www.flixable.com/title/70229037/,
The Last Kids on Earth,2019,,,,,,,,,,,,,,,,,,,,,,,,TV-Y7-FV,"September 17, 2019",http://www.flixable.com/title/80219119/,
I Am Wrath,2016,,,,,,,,,,,,,,,,,,,,,,,,R,"September 16, 2019",http://www.flixable.com/title/80058248/,
America's Book of Secrets,2014,,,,,,,,,,,,,,,,,,,,,,,,TV-14,"September 15, 2019",http://www.flixable.com/title/70251519/,
Bakugan: Battle Planet,2018,,,,,,,,,,,,,,,,,,,,,,,,TV-PG,"September 15, 2019",http://www.flixable.com/title/81174992/,
Cold Case Files,2017,,,,,,,,,,,,,,,,,,,,,,,,TV-14,"September 15, 2019",http://www.flixable.com/title/81044365/,
Los Tigres del Norte at Folsom Prison,2019,,,,,,,,,,,,,,,,,,,,,,,,TV-PG,"September 15, 2019",http://www.flixable.com/title/81030342/,
Pawn Stars,2010,,,,,,,,,,,,,,,,,,,,,,,,TV-PG,"September 15, 2019",http://www.flixable.com/title/70143865/,
Steal a Pencil for Me,2006,,,,,,,,,,,,,,,,,,,,,,,,TV-14,"September 15, 2019",http://www.flixable.com/title/70054723/,
Surviving R. Kelly,2019,,,,,,,,,,,,,,,,,,,,,,,,TV-MA,"September 15, 2019",http://www.flixable.com/title/81069393/,
The Curse of Oak Island,2014,,,,,,,,,,,,,,,,,,,,,,,,TV-PG,"September 15, 2019",http://www.flixable.com/title/80012550/,
The Outsider,2019,,,,,,,,,,,,,,,,,,,,,,,,TV-MA,"September 15, 2019",http://www.flixable.com/title/81131761/,
The Rap Game,2016,,,,,,,,,,,,,,,,,,,,,,,,TV-14,"September 15, 2019",http://www.flixable.com/title/81176196/,
The Universe,2009,,,,,,,,,,,,,,,,,,,,,,,,TV-PG,"September 15, 2019",http://www.flixable.com/title/70143831/,
Oh! Baby,2019,,,,,,,,,,,,,,,,,,,,,,,,TV-14,"September 14, 2019",http://www.flixable.com/title/81093951/,
The Crystal Calls Making the Dark Crystal: Age of Resistance,2019,,,,,,,,,,,,,,,,,,,,,,,,TV-PG,"September 14, 2019",http://www.flixable.com/title/80238013/,
American Warfighter,2019,,,,,,,,,,,,,,,,,,,,,,,,TV-MA,"September 13, 2019",http://www.flixable.com/title/81092328/,
Deviant Love,2019,,,,,,,,,,,,,,,,,,,,,,,,TV-14,"September 13, 2019",http://www.flixable.com/title/81183572/,
Head Count,2018,,,,,,,,,,,,,,,,,,,,,,,,TV-MA,"September 13, 2019",http://www.flixable.com/title/81037283/,
"Hello, Privilege. It's Me, Chelsea",2019,,,,,,,,,,,,,,,,,,,,,,,,TV-MA,"September 13, 2019",http://www.flixable.com/title/80244973/,
I'm Sorry,2019,,,,,,,,,,,,,,,,,,,,,,,,TV-MA,"September 13, 2019",http://www.flixable.com/title/80171611/,
Kabaneri of the Iron Fortress: The Battle of Unato,2019,,,,,,,,,,,,,,,,,,,,,,,,TV-MA,"September 13, 2019",http://www.flixable.com/title/81095103/,
Locked on You,2018,,,,,,,,,,,,,,,,,,,,,,,,TV-14,"September 13, 2019",http://www.flixable.com/title/81132438/,
Marianne,2019,,,,,,,,,,,,,,,,,,,,,,,,TV-MA,"September 13, 2019",http://www.flixable.com/title/80217779/,
Monarca,2019,,,,,,,,,,,,,,,,,,,,,,,,TV-MA,"September 13, 2019",http://www.flixable.com/title/80211572/,
Shanghai Fortress,2019,,,,,,,,,,,,,,,,,,,,,,,,TV-14,"September 13, 2019",http://www.flixable.com/title/81161230/,
Tall Girl,2019,,,,,,,,,,,,,,,,,,,,,,,,TV-PG,"September 13, 2019",http://www.flixable.com/title/81002412/,
The Chef Show,2019,,,,,,,,,,,,,,,,,,,,,,,,TV-MA,"September 13, 2019",http://www.flixable.com/title/81028317/,
